Time (s), Position_1, Position_2, Velocity_1, Velocity_2, Force_1, Force_2, Observed_Energy_1, Observed_Energy_2, Position_1, Position_2, Velocity_1, Velocity_2, Force_1, Force_2, velocity_error_1, velocity_error_2, Power_PO_1, Power_PO_2, Virutal_mass, Virutal_damping
0.022123, 0.200063, 0.200044, -0.000872, 0.000000, -0.004889, -0.378598, 0.000000, 0.000000, 0.200063, 0.200044, -0.000872, 0.000000, -0.004889, -0.378598, 0.000872, 0.000000, -0.000000, 0.000000, 2.000000, 1.000000
0.022136, 0.200066, 0.200044, 0.000141, 0.000000, -0.004889, -0.170198, 0.000000, 0.000000, 0.200066, 0.200044, 0.000141, 0.000000, -0.004889, -0.170198, -0.000995, -0.000811, 0.000000, 0.000000, 2.000000, 1.000000
0.022176, 0.200066, 0.200044, 0.000141, 0.000000, -0.004889, -0.170198, 0.000000, 0.000000, 0.200066, 0.200044, 0.000141, 0.000000, -0.004889, -0.170198, -0.000000, -0.000000, 0.000000, 0.000000, 2.000000, 1.000000
0.022208, 0.200066, 0.200044, 0.000141, 0.000000, -0.004889, -0.170198, 0.000000, 0.000000, 0.200066, 0.200044, 0.000141, 0.000000, -0.004889, -0.170198, -0.000000, -0.000001, 0.000000, 0.000000, 2.000000, 1.000000
0.022233, 0.200066, 0.200044, 0.000141, 0.000000, -0.004889, -0.170198, 0.000000, 0.000000, 0.200066, 0.200044, 0.000141, 0.000000, -0.004889, -0.170198, -0.000000, -0.000001, 0.000000, 0.000000, 2.000000, 1.000000
0.022259, 0.200066, 0.200044, 0.000141, 0.000000, -0.004889, -0.170198, 0.000000, 0.000000, 0.200066, 0.200044, 0.000141, 0.000000, -0.004889, -0.170198, -0.000000, -0.000000, 0.000000, 0.000000, 2.000000, 1.000000
0.022268, 0.200066, 0.200044, 0.000141, 0.000000, -0.004889, -0.170198, 0.000000, 0.000000, 0.200066, 0.200044, 0.000141, 0.000000, -0.004889, -0.170198, -0.000000, -0.000000, 0.000000, 0.000000, 2.000000, 1.000000
0.022290, 0.200066, 0.200044, 0.000141, 0.000000, -0.004889, -0.170198, 0.000000, 0.000000, 0.200066, 0.200044, 0.000141, 0.000000, -0.004889, -0.170198, -0.000000, -0.000000, 0.000000, 0.000000, 2.000000, 1.000000
0.022298, 0.200066, 0.200044, 0.000141, 0.000000, -0.004889, -0.170198, 0.000000, 0.000000, 0.200066, 0.200044, 0.000141, 0.000000, -0.004889, -0.170198, -0.000000, -0.000000, 0.000000, 0.000000, 2.000000, 1.000000
0.022306, 0.200066, 0.200044, 0.000141, 0.000000, -0.004889, -0.170198, 0.000000, 0.000000, 0.200066, 0.200044, 0.000141, 0.000000, -0.004889, -0.170198, -0.000000, -0.000000, 0.000000, 0.000000, 2.000000, 1.000000
0.022314, 0.200066, 0.200044, 0.000141, 0.000000, -0.004889, -0.170198, 0.000000, 0.000000, 0.200066, 0.200044, 0.000141, 0.000000, -0.004889, -0.170198, -0.000000, -0.000000, 0.000000, 0.000000, 2.000000, 1.000000
0.022325, 0.200066, 0.200044, 0.000141, 0.000000, -0.004889, -0.170198, 0.000000, 0.000000, 0.200066, 0.200044, 0.000141, 0.000000, -0.004889, -0.170198, -0.000000, -0.000000, 0.000000, 0.000000, 2.000000, 1.000000
0.023918, 0.200066, 0.200044, -0.000943, 0.000000, -0.004889, -0.118098, 0.000000, 0.000000, 0.200066, 0.200044, -0.000943, 0.000000, -0.004889, -0.118098, 0.001083, -0.000000, -0.000000, 0.000000, 2.000000, 1.000000
0.025917, 0.200066, 0.200048, -0.000140, 0.000872, -0.004889, 0.090302, 0.000000, 0.000000, 0.200066, 0.200048, -0.000140, 0.000872, -0.004889, 0.090302, -0.000802, -0.000891, 0.000000, -0.000000, 2.000000, 1.000000
0.027905, 0.200066, 0.200051, -0.000001, 0.001871, 0.047211, -0.170198, 0.000000, -0.000000, 0.200066, 0.200051, -0.000001, 0.001871, 0.047211, -0.170198, -0.000140, -0.000984, -0.000000, 0.000000, 2.000000, 1.000000
0.029905, 0.200066, 0.200051, 0.000000, 0.001020, -0.004889, -0.326498, 0.000000, -0.000001, 0.200066, 0.200051, 0.000000, 0.001020, -0.004889, -0.326498, 0.000009, 0.000812, -0.000000, -0.000001, 2.000000, 1.000000
0.031907, 0.200066, 0.200051, 0.000000, 0.000021, -0.056989, 0.038202, 0.000000, -0.000001, 0.200066, 0.200051, 0.000000, 0.000021, -0.056989, 0.038202, -0.000001, 0.000931, 0.000000, 0.000000, 2.000000, 1.000000
0.033930, 0.200066, 0.200048, 0.000000, -0.000907, -0.004889, -0.378598, 0.000000, -0.000000, 0.200066, 0.200048, 0.000000, -0.000907, -0.004889, -0.378598, -0.000011, 0.000936, 0.000000, -0.000001, 2.000000, 1.000000
0.035918, 0.200066, 0.200048, 0.000000, -0.000946, -0.056989, -0.013898, 0.000000, -0.000000, 0.200066, 0.200048, 0.000000, -0.000946, -0.056989, -0.013898, -0.000001, -0.000035, 0.000000, 0.000000, 2.000000, 1.000000
0.037918, 0.200066, 0.200051, 0.000000, 0.000905, -0.004889, 0.142402, 0.000000, -0.000000, 0.200066, 0.200051, 0.000000, 0.000905, -0.004889, 0.142402, -0.000011, -0.001851, 0.000000, -0.000001, 2.000000, 1.000000
0.039918, 0.200066, 0.200051, 0.000000, 0.000946, -0.004889, 0.142402, 0.000000, 0.000000, 0.200066, 0.200051, 0.000000, 0.000946, -0.004889, 0.142402, -0.000001, -0.000015, 0.000000, -0.000000, 2.000000, 1.000000
0.041918, 0.200066, 0.200051, 0.000000, 0.000039, -0.004889, -0.065998, 0.000000, 0.000000, 0.200066, 0.200051, 0.000000, 0.000039, -0.004889, -0.065998, -0.000001, 0.000933, 0.000000, -0.000000, 2.000000, 1.000000
0.043918, 0.200066, 0.200051, 0.000000, -0.000806, 0.047211, -0.118098, 0.000000, 0.000000, 0.200066, 0.200051, 0.000000, -0.000806, 0.047211, -0.118098, -0.000001, 0.000832, -0.000000, -0.000000, 2.000000, 1.000000
0.045917, 0.200066, 0.200048, 0.000000, -0.000499, -0.004889, 0.246602, 0.000000, 0.000000, 0.200066, 0.200048, 0.000000, -0.000499, -0.004889, 0.246602, 0.000009, -0.000328, -0.000000, -0.000000, 2.000000, 1.000000
0.047919, 0.200066, 0.200051, 0.000000, 0.000803, -0.004889, 0.246602, 0.000000, 0.000000, 0.200066, 0.200051, 0.000000, 0.000803, -0.004889, 0.246602, -0.000001, -0.001252, 0.000000, -0.000001, 2.000000, 1.000000
0.049917, 0.200066, 0.200051, 0.000000, 0.000499, 0.047211, 0.090302, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000499, 0.047211, 0.090302, -0.000001, 0.000351, -0.000000, 0.000000, 2.000000, 1.000000
0.051905, 0.200066, 0.200051, 0.000000, 0.000003, 0.047211, -0.013898, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000003, 0.047211, -0.013898, 0.000009, 0.000513, 0.000000, -0.000000, 2.000000, 1.000000
0.053917, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.065998, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.065998, 0.000009, 0.000000, -0.000000, -0.000000, 2.000000, 1.000000
0.055918, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.194502, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.194502, -0.000001, -0.000013, 0.000000, -0.000000, 2.000000, 1.000000
0.057917, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.194502, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.194502, -0.000001, 0.000039, 0.000000, 0.000000, 2.000000, 1.000000
0.059918, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.170198, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.170198, -0.000001, 0.000039, 0.000000, -0.000000, 2.000000, 1.000000
0.061917, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.194502, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.194502, -0.000001, -0.000034, 0.000000, -0.000000, 2.000000, 1.000000
0.063918, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, 0.194502, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, 0.194502, -0.000001, 0.000039, -0.000000, 0.000000, 2.000000, 1.000000
0.065918, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, 0.298702, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, 0.298702, 0.000009, 0.000039, 0.000000, 0.000000, 2.000000, 1.000000
0.067920, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.090302, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.090302, 0.000009, 0.000060, -0.000000, 0.000000, 2.000000, 1.000000
0.069918, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.013898, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.013898, -0.000001, 0.000018, 0.000000, -0.000000, 2.000000, 1.000000
0.071918, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.013898, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.013898, -0.000001, -0.000003, 0.000000, 0.000000, 2.000000, 1.000000
0.073918, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.038202, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.038202, -0.000001, -0.000003, 0.000000, -0.000000, 2.000000, 1.000000
0.075918, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.013898, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.013898, -0.000001, 0.000008, 0.000000, -0.000000, 2.000000, 1.000000
0.077917, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.298702, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.298702, -0.000001, -0.000003, 0.000000, -0.000000, 2.000000, 1.000000
0.079918, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.350802, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.350802, -0.000001, 0.000060, 0.000000, 0.000000, 2.000000, 1.000000
0.081918, 0.200066, 0.200051, 0.000000, 0.000000, -0.056989, 0.298702, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.056989, 0.298702, -0.000001, 0.000070, 0.000000, 0.000000, 2.000000, 1.000000
0.083918, 0.200066, 0.200051, 0.000000, 0.000000, -0.056989, 0.194502, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.056989, 0.194502, -0.000011, 0.000060, 0.000000, 0.000000, 2.000000, 1.000000
0.085919, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, 0.142402, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, 0.142402, -0.000011, 0.000039, -0.000000, 0.000000, 2.000000, 1.000000
0.087918, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.246602, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.246602, 0.000009, 0.000028, -0.000000, 0.000000, 2.000000, 1.000000
0.089917, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.298702, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.298702, -0.000001, 0.000049, 0.000000, 0.000000, 2.000000, 1.000000
0.091918, 0.200066, 0.200051, 0.000000, 0.000000, -0.109089, -0.013898, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.109089, -0.013898, -0.000001, 0.000060, 0.000000, -0.000000, 2.000000, 1.000000
0.093918, 0.200066, 0.200051, 0.000000, 0.000000, 0.099311, 0.246602, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, 0.099311, 0.246602, -0.000022, -0.000003, -0.000000, -0.000000, 2.000000, 1.000000
0.095918, 0.200066, 0.200051, 0.000000, 0.000000, -0.056989, 0.090302, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.056989, 0.090302, 0.000020, 0.000049, -0.000000, 0.000000, 2.000000, 1.000000
0.097918, 0.200066, 0.200051, 0.000000, 0.000000, -0.056989, 0.246602, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.056989, 0.246602, -0.000011, 0.000018, 0.000000, 0.000000, 2.000000, 1.000000
0.099918, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, 0.246602, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, 0.246602, -0.000011, 0.000049, -0.000000, 0.000000, 2.000000, 1.000000
0.101918, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.350802, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.350802, 0.000009, 0.000049, -0.000000, 0.000000, 2.000000, 1.000000
0.103918, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.298702, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.298702, -0.000001, 0.000070, 0.000000, 0.000000, 2.000000, 1.000000
0.105904, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.194502, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.194502, -0.000001, 0.000060, 0.000000, 0.000000, 2.000000, 1.000000
0.107905, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, 0.246602, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, 0.246602, -0.000001, 0.000039, -0.000000, 0.000000, 2.000000, 1.000000
0.109918, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, 0.038202, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, 0.038202, 0.000009, 0.000049, 0.000000, 0.000000, 2.000000, 1.000000
0.111918, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, -0.013898, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, -0.013898, 0.000009, 0.000008, 0.000000, -0.000000, 2.000000, 1.000000
0.113904, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.194502, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.194502, 0.000009, -0.000003, -0.000000, -0.000000, 2.000000, 1.000000
0.115918, 0.200066, 0.200051, 0.000000, 0.000000, -0.056989, 0.038202, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.056989, 0.038202, -0.000001, 0.000039, 0.000000, 0.000000, 2.000000, 1.000000
0.117920, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.170198, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.170198, -0.000011, 0.000008, 0.000000, -0.000000, 2.000000, 1.000000
0.119918, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.013898, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.013898, -0.000001, -0.000034, 0.000000, 0.000000, 2.000000, 1.000000
0.121917, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, -0.118098, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, -0.118098, -0.000001, -0.000003, -0.000000, 0.000000, 2.000000, 1.000000
0.123918, 0.200066, 0.200051, 0.000000, 0.000000, -0.109089, -0.118098, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.109089, -0.118098, 0.000009, -0.000024, -0.000000, 0.000000, 2.000000, 1.000000
0.125917, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, -0.222298, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, -0.222298, -0.000022, -0.000024, -0.000000, 0.000000, 2.000000, 1.000000
0.127918, 0.200066, 0.200051, 0.000000, 0.000000, -0.056989, 0.090302, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.056989, 0.090302, 0.000009, -0.000044, -0.000000, -0.000000, 2.000000, 1.000000
0.129917, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, 0.142402, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, 0.142402, -0.000011, 0.000018, -0.000000, 0.000000, 2.000000, 1.000000
0.131918, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.090302, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.090302, 0.000009, 0.000028, -0.000000, 0.000000, 2.000000, 1.000000
0.133917, 0.200066, 0.200051, 0.000000, 0.000000, 0.099311, -0.118098, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, 0.099311, -0.118098, -0.000001, 0.000018, -0.000000, -0.000000, 2.000000, 1.000000
0.135918, 0.200066, 0.200051, 0.000000, 0.000000, 0.099311, 0.038202, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, 0.099311, 0.038202, 0.000020, -0.000024, 0.000000, -0.000000, 2.000000, 1.000000
0.137917, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.222298, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.222298, 0.000020, 0.000008, -0.000000, -0.000000, 2.000000, 1.000000
0.139918, 0.200066, 0.200051, 0.000000, 0.000000, -0.056989, -0.118098, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.056989, -0.118098, -0.000001, -0.000044, 0.000000, 0.000000, 2.000000, 1.000000
0.141917, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.038202, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, 0.038202, -0.000011, -0.000024, 0.000000, -0.000000, 2.000000, 1.000000
0.143918, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, 0.038202, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, 0.038202, -0.000001, 0.000008, -0.000000, 0.000000, 2.000000, 1.000000
0.145918, 0.200066, 0.200051, 0.000000, 0.000000, -0.056989, -0.013898, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.056989, -0.013898, 0.000009, 0.000008, -0.000000, -0.000000, 2.000000, 1.000000
0.147918, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.065998, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.065998, -0.000011, -0.000003, 0.000000, 0.000000, 2.000000, 1.000000
0.149918, 0.200066, 0.200051, 0.000000, 0.000000, 0.151411, -0.013898, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, 0.151411, -0.013898, -0.000001, -0.000013, -0.000000, 0.000000, 2.000000, 1.000000
0.151904, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.013898, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.013898, 0.000030, -0.000003, -0.000000, 0.000000, 2.000000, 1.000000
0.153917, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.013898, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.013898, -0.000001, -0.000003, 0.000000, 0.000000, 2.000000, 1.000000
0.155918, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.222298, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.222298, -0.000001, -0.000003, 0.000000, 0.000000, 2.000000, 1.000000
0.157917, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, -0.065998, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, -0.065998, -0.000001, -0.000044, -0.000000, 0.000000, 2.000000, 1.000000
0.159918, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.118098, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.118098, 0.000009, -0.000013, -0.000000, 0.000000, 2.000000, 1.000000
0.161917, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.274398, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.274398, -0.000001, -0.000024, 0.000000, 0.000000, 2.000000, 1.000000
0.163918, 0.200066, 0.200051, 0.000000, 0.000000, -0.056989, -0.065998, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.056989, -0.065998, -0.000001, -0.000055, 0.000000, 0.000000, 2.000000, 1.000000
0.165917, 0.200066, 0.200051, 0.000000, 0.000000, -0.056989, -0.274398, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.056989, -0.274398, -0.000011, -0.000013, 0.000000, 0.000000, 2.000000, 1.000000
0.167918, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.065998, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.065998, -0.000011, -0.000055, 0.000000, 0.000000, 2.000000, 1.000000
0.169917, 0.200066, 0.200051, 0.000000, 0.000000, -0.056989, -0.326498, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.056989, -0.326498, -0.000001, -0.000013, 0.000000, 0.000000, 2.000000, 1.000000
0.171918, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.170198, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.170198, -0.000011, -0.000065, 0.000000, 0.000000, 2.000000, 1.000000
0.173918, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.378598, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, -0.004889, -0.378598, -0.000001, -0.000034, 0.000000, 0.000000, 2.000000, 1.000000
0.175918, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, -0.065998, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000000, 0.047211, -0.065998, -0.000001, -0.000075, -0.000000, 0.000000, 2.000000, 1.000000
0.177917, 0.200066, 0.200048, 0.000000, -0.000872, -0.056989, -0.222298, 0.000000, 0.000001, 0.200066, 0.200048, 0.000000, -0.000872, -0.056989, -0.222298, 0.000009, 0.000859, -0.000000, -0.000000, 2.000000, 1.000000
0.179918, 0.200066, 0.200048, 0.000000, -0.000946, 0.047211, -0.326498, 0.000000, 0.000002, 0.200066, 0.200048, 0.000000, -0.000946, 0.047211, -0.326498, -0.000011, 0.000032, -0.000000, -0.000000, 2.000000, 1.000000
0.181917, 0.200066, 0.200048, 0.000000, -0.000074, -0.056989, -0.065998, 0.000000, 0.000002, 0.200066, 0.200048, 0.000000, -0.000074, -0.056989, -0.065998, 0.000009, -0.000934, -0.000000, 0.000000, 2.000000, 1.000000
0.183917, 0.200066, 0.200048, 0.000000, -0.000000, -0.004889, -0.118098, 0.000000, 0.000002, 0.200066, 0.200048, 0.000000, -0.000000, -0.004889, -0.118098, -0.000011, -0.000086, 0.000000, 0.000000, 2.000000, 1.000000
0.185918, 0.200066, 0.200048, 0.000000, 0.000000, -0.004889, -0.170198, 0.000000, 0.000002, 0.200066, 0.200048, 0.000000, 0.000000, -0.004889, -0.170198, -0.000001, -0.000024, 0.000000, 0.000000, 2.000000, 1.000000
0.187918, 0.200066, 0.200048, 0.000000, 0.000000, 0.047211, -0.013898, 0.000000, 0.000002, 0.200066, 0.200048, 0.000000, 0.000000, 0.047211, -0.013898, -0.000001, -0.000034, -0.000000, 0.000000, 2.000000, 1.000000
0.189917, 0.200066, 0.200048, 0.000000, 0.000000, -0.109089, -0.274398, 0.000000, 0.000002, 0.200066, 0.200048, 0.000000, 0.000000, -0.109089, -0.274398, 0.000009, -0.000003, -0.000000, 0.000000, 2.000000, 1.000000
0.191918, 0.200066, 0.200048, 0.000000, 0.000000, -0.056989, -0.013898, 0.000000, 0.000002, 0.200066, 0.200048, 0.000000, 0.000000, -0.056989, -0.013898, -0.000022, -0.000055, 0.000000, 0.000000, 2.000000, 1.000000
0.193917, 0.200066, 0.200051, 0.000000, 0.000925, -0.004889, -0.430698, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000925, -0.004889, -0.430698, -0.000011, -0.000928, 0.000000, 0.000001, 2.000000, 1.000000
0.195918, 0.200066, 0.200048, 0.000000, 0.000074, -0.056989, -0.013898, 0.000000, 0.000001, 0.200066, 0.200048, 0.000000, 0.000074, -0.056989, -0.013898, -0.000001, 0.000763, 0.000000, -0.000000, 2.000000, 1.000000
0.197904, 0.200066, 0.200048, 0.000000, -0.000907, 0.099311, -0.274398, 0.000000, 0.000001, 0.200066, 0.200048, 0.000000, -0.000907, 0.099311, -0.274398, -0.000011, 0.000977, -0.000000, -0.000001, 2.000000, 1.000000
0.199918, 0.200066, 0.200051, 0.000000, 0.000733, 0.047211, -0.013898, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000733, 0.047211, -0.013898, 0.000020, -0.001691, 0.000000, 0.000000, 2.000000, 1.000000
0.201917, 0.200066, 0.200048, 0.000000, 0.000010, -0.004889, -0.274398, 0.000000, 0.000001, 0.200066, 0.200048, 0.000000, 0.000010, -0.004889, -0.274398, 0.000009, 0.000718, -0.000000, -0.000000, 2.000000, 1.000000
0.203918, 0.200066, 0.200048, 0.000000, -0.000191, 0.047211, -0.013898, 0.000000, 0.000001, 0.200066, 0.200048, 0.000000, -0.000191, 0.047211, -0.013898, -0.000001, 0.000146, -0.000000, -0.000000, 2.000000, 1.000000
0.205918, 0.200066, 0.200051, 0.000000, 0.000940, 0.099311, -0.065998, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000940, 0.099311, -0.065998, 0.000009, -0.001133, 0.000000, 0.000000, 2.000000, 1.000000
0.207918, 0.200066, 0.200051, 0.000000, 0.000140, -0.004889, -0.065998, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000140, -0.004889, -0.065998, 0.000020, 0.000784, -0.000000, -0.000000, 2.000000, 1.000000
0.209918, 0.200066, 0.200051, 0.000000, -0.000494, -0.004889, 0.038202, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, -0.000494, -0.004889, 0.038202, -0.000001, 0.000620, 0.000000, 0.000000, 2.000000, 1.000000
0.211918, 0.200066, 0.200048, 0.000000, -0.000809, -0.056989, 0.038202, 0.000000, 0.000001, 0.200066, 0.200048, 0.000000, -0.000809, -0.056989, 0.038202, -0.000001, 0.000324, 0.000000, 0.000000, 2.000000, 1.000000
0.213918, 0.200066, 0.200048, 0.000000, -0.000451, -0.056989, -0.274398, 0.000000, 0.000001, 0.200066, 0.200048, 0.000000, -0.000451, -0.056989, -0.274398, -0.000011, -0.000348, 0.000000, 0.000000, 2.000000, 1.000000
0.215917, 0.200066, 0.200051, 0.000000, 0.000648, -0.004889, 0.142402, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000648, -0.004889, 0.142402, -0.000011, -0.001153, 0.000000, -0.000000, 2.000000, 1.000000
0.217918, 0.200066, 0.200051, 0.000000, 0.000944, -0.056989, 0.038202, 0.000000, 0.000001, 0.200066, 0.200051, 0.000000, 0.000944, -0.056989, 0.038202, -0.000001, -0.000270, 0.000000, -0.000000, 2.000000, 1.000000
