Time (s), Position_1, Position_2, Velocity_1, Velocity_2, Force_1, Force_2, Virutal_mass, Desired_mass, Virutal_damping, Desired_damping, Observed_Energy_1, Observed_Energy_2
0.022380, 0.199998, 0.200002, 0.000000, 0.000000, -0.004889, 0.142402, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, 0.000000
0.022439, 0.200006, 0.200002, 0.000952, 0.000000, -0.004889, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, 0.000000
0.022462, 0.200006, 0.200002, 0.000952, 0.000000, -0.004889, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, 0.000000
0.022469, 0.200006, 0.200002, 0.000952, 0.000000, -0.004889, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, 0.000000
0.022477, 0.200006, 0.200002, 0.000952, 0.000000, -0.004889, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, 0.000000
0.022508, 0.200006, 0.200002, 0.000952, 0.000000, -0.004889, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, 0.000000
0.022518, 0.200006, 0.200002, 0.000952, 0.000000, -0.004889, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, 0.000000
0.022526, 0.200006, 0.200002, 0.000952, 0.000000, -0.004889, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, 0.000000
0.022546, 0.200006, 0.200002, 0.000952, 0.000000, -0.004889, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, 0.000000
0.022553, 0.200006, 0.200002, 0.000952, 0.000000, -0.004889, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, 0.000000
0.022560, 0.200006, 0.200002, 0.000952, 0.000000, -0.004889, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, 0.000000
0.022567, 0.200006, 0.200002, 0.000952, 0.000000, -0.004889, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, 0.000000
0.023833, 0.200010, 0.200006, 0.000946, 0.000446, 0.099311, 0.038202, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, 0.000000
0.025819, 0.200010, 0.200029, 0.000946, 0.005610, -0.004889, 0.246602, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, 0.000003
0.027833, 0.200010, 0.200051, 0.000140, 0.011098, 0.047211, 0.090302, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, 0.000005
0.029832, 0.200013, 0.200063, 0.000908, 0.009359, -0.056989, -0.222298, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, 0.000001
0.031855, 0.200013, 0.200070, 0.000946, 0.005443, -0.004889, -0.326498, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.033820, 0.200013, 0.200070, 0.000039, 0.002322, -0.004889, -0.065998, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.035821, 0.200013, 0.200063, 0.000000, -0.001541, -0.004889, 0.194502, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000004
0.037834, 0.200017, 0.200063, 0.000872, -0.002149, -0.056989, 0.298702, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000005
0.039820, 0.200017, 0.200070, 0.000946, 0.001436, -0.056989, 0.038202, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000005
0.041832, 0.200017, 0.200078, 0.000074, 0.003702, -0.004889, 0.350802, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000002
0.043833, 0.200017, 0.200078, 0.000000, 0.002043, -0.109089, 0.715502, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, 0.000000
0.045832, 0.200017, 0.200078, 0.000000, 0.000081, 0.047211, 1.184402, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, 0.000001
0.047833, 0.200017, 0.200074, 0.000000, -0.000907, 0.047211, 0.819702, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000001
0.049833, 0.200017, 0.200070, 0.000000, -0.001853, 0.151411, 0.663402, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000003
0.051834, 0.200021, 0.200070, 0.000872, -0.000985, -0.004889, 0.194502, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000004
0.053832, 0.200021, 0.200074, 0.000946, 0.000901, -0.004889, 0.090302, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000003
0.055832, 0.200021, 0.200074, 0.000140, 0.001172, -0.056989, -0.013898, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000004
0.057835, 0.200021, 0.200074, 0.000001, 0.000007, -0.004889, -0.170198, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000004
0.059833, 0.200021, 0.200074, 0.000000, -0.000225, -0.109089, -0.378598, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000003
0.061832, 0.200021, 0.200074, 0.000000, -0.000001, -0.109089, -0.534898, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000003
0.063833, 0.200021, 0.200074, 0.000000, 0.000000, -0.004889, -0.274398, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000003
0.065841, 0.200021, 0.200074, 0.000000, 0.000000, -0.004889, -0.013898, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000003
0.067835, 0.200021, 0.200074, 0.000000, 0.000000, 0.047211, 0.090302, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000003
0.069834, 0.200025, 0.200074, 0.000872, 0.000000, -0.004889, 0.246602, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000003
0.071833, 0.200025, 0.200074, 0.000946, 0.000000, 0.047211, 0.350802, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000003
0.073833, 0.200025, 0.200074, 0.000074, 0.000000, 0.099311, 0.611302, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000003
0.075833, 0.200025, 0.200074, 0.000000, 0.000000, 0.099311, 0.455002, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000003
0.077832, 0.200025, 0.200074, 0.000000, 0.000000, -0.004889, 0.611302, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000003
0.079838, 0.200025, 0.200074, 0.000000, 0.000000, -0.004889, 0.142402, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000003
0.081832, 0.200025, 0.200074, 0.000000, 0.000000, -0.109089, 0.507102, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000003
0.083833, 0.200025, 0.200074, 0.000000, 0.000000, -0.056989, 0.350802, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000003
0.085832, 0.200025, 0.200074, 0.000000, 0.000000, -0.056989, -0.065998, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000003
0.087833, 0.200025, 0.200074, 0.000000, 0.000000, -0.056989, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000003
0.089832, 0.200025, 0.200074, 0.000000, 0.000000, -0.004889, -0.430698, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000003
0.091833, 0.200025, 0.200074, 0.000000, 0.000000, -0.004889, -0.378598, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000003
0.093820, 0.200025, 0.200074, 0.000000, 0.000000, 0.047211, -0.326498, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000003
0.095836, 0.200029, 0.200074, 0.000446, 0.000000, 0.047211, -0.586998, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000003
0.097842, 0.200029, 0.200074, 0.000943, 0.000000, 0.047211, -0.170198, 0.500000, 0.500000, 2.000000, 2.000000, -0.000000, -0.000003
0.099835, 0.200029, 0.200074, 0.000500, 0.000000, 0.047211, 0.090302, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.101833, 0.200029, 0.200074, 0.000001, 0.000000, -0.004889, 0.142402, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.103833, 0.200029, 0.200074, 0.000000, 0.000000, 0.047211, 0.298702, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.105832, 0.200029, 0.200074, 0.000000, 0.000000, 0.047211, 0.246602, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.107833, 0.200029, 0.200074, 0.000000, 0.000000, -0.056989, 0.402902, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.109832, 0.200029, 0.200074, 0.000000, 0.000000, -0.056989, 0.298702, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.111833, 0.200029, 0.200074, 0.000000, 0.000000, 0.047211, 0.090302, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.113832, 0.200029, 0.200074, 0.000000, 0.000000, -0.004889, 0.038202, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.115833, 0.200029, 0.200074, 0.000000, 0.000000, -0.004889, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.117831, 0.200029, 0.200074, 0.000000, 0.000000, -0.004889, -0.274398, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.119839, 0.200029, 0.200074, 0.000000, 0.000000, -0.056989, -0.222298, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.121832, 0.200029, 0.200074, 0.000000, 0.000000, -0.056989, -0.430698, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.123833, 0.200029, 0.200074, 0.000000, 0.000000, -0.056989, -0.534898, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.125833, 0.200029, 0.200074, 0.000000, 0.000000, -0.056989, -0.430698, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.127833, 0.200029, 0.200074, 0.000000, 0.000000, -0.004889, -0.065998, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.129832, 0.200029, 0.200074, 0.000000, 0.000000, -0.004889, 0.038202, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.131821, 0.200029, 0.200074, 0.000000, 0.000000, -0.004889, 0.194502, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.133834, 0.200032, 0.200074, 0.000872, 0.000000, 0.047211, -0.065998, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.135833, 0.200032, 0.200074, 0.000946, 0.000000, 0.099311, 0.090302, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.137832, 0.200032, 0.200074, 0.000074, 0.000000, -0.004889, 0.246602, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.139833, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, 0.194502, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.141832, 0.200032, 0.200074, 0.000000, 0.000000, 0.047211, -0.065998, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.143833, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, -0.378598, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.145833, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.147833, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, -0.013898, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.149832, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, -0.222298, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.151833, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, -0.222298, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.153832, 0.200032, 0.200074, 0.000000, 0.000000, 0.047211, -0.326498, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.155832, 0.200032, 0.200074, 0.000000, 0.000000, 0.047211, -0.274398, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.157838, 0.200032, 0.200074, 0.000000, 0.000000, 0.047211, -0.222298, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.159840, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.161832, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, 0.142402, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.163833, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, -0.013898, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.165821, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, 0.090302, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.167835, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, 0.142402, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.169833, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, -0.013898, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.171833, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, -0.065998, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.173833, 0.200032, 0.200074, 0.000000, 0.000000, -0.109089, 0.142402, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.175833, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, -0.065998, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.177832, 0.200032, 0.200074, 0.000000, 0.000000, 0.047211, 0.038202, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.179833, 0.200032, 0.200074, 0.000000, 0.000000, 0.047211, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.181832, 0.200032, 0.200074, 0.000000, 0.000000, 0.047211, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.183833, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, -0.222298, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.185832, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, -0.013898, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.187833, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, 0.142402, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.189832, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, 0.142402, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.191833, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, 0.090302, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.193832, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, 0.350802, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.195832, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, 0.194502, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.197832, 0.200032, 0.200074, 0.000000, 0.000000, 0.047211, 0.350802, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.199843, 0.200032, 0.200074, 0.000000, 0.000000, 0.047211, 0.142402, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.201834, 0.200032, 0.200074, 0.000000, 0.000000, 0.047211, 0.038202, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.203833, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, 0.090302, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.205832, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, 0.038202, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.207832, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.209833, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, -0.065998, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.211845, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, 0.038202, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.213837, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, 0.038202, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.215834, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, 0.090302, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.217832, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, 0.090302, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.219833, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, 0.298702, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.221833, 0.200032, 0.200074, 0.000000, 0.000000, 0.047211, 0.402902, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.223819, 0.200032, 0.200074, 0.000000, 0.000000, 0.047211, 0.246602, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.225832, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, 0.350802, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.227837, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, 0.350802, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.229836, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, 0.038202, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.231842, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, 0.038202, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.233835, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, 0.038202, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.235834, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.237832, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, -0.065998, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.239820, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, 0.038202, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.241832, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, 0.194502, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.243833, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, -0.222298, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.245833, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, 0.246602, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.247833, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, 0.090302, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.249832, 0.200032, 0.200074, 0.000000, 0.000000, 0.047211, 0.350802, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.251832, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, 0.350802, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.253832, 0.200032, 0.200074, 0.000000, 0.000000, 0.047211, 0.350802, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.255833, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, 0.142402, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.257838, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, 0.246602, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.259833, 0.200032, 0.200074, 0.000000, 0.000000, 0.099311, 0.194502, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.261832, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, 0.142402, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.263833, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, -0.430698, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.265821, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, 0.038202, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.267835, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, -0.170198, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.269834, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, -0.065998, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.271833, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, -0.013898, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.273832, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, 0.090302, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.275833, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, 0.038202, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.277832, 0.200032, 0.200074, 0.000000, 0.000000, 0.047211, 0.194502, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.279834, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, 0.090302, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.281835, 0.200032, 0.200074, 0.000000, 0.000000, 0.047211, 0.142402, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.283834, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, -0.013898, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.285832, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, 0.298702, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.287819, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, -0.065998, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.289832, 0.200032, 0.200074, 0.000000, 0.000000, -0.056989, 0.090302, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.291833, 0.200032, 0.200074, 0.000000, 0.000000, 0.047211, -0.170198, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.293832, 0.200032, 0.200074, 0.000000, 0.000000, -0.004889, -0.065998, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.295819, 0.200032, 0.200074, 0.000225, 0.000000, -0.056989, -0.170198, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.297827, 0.200036, 0.200074, 0.000874, 0.000000, -0.004889, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.299835, 0.200036, 0.200074, 0.000827, 0.000000, -0.056989, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.301833, 0.200032, 0.200074, -0.000734, 0.000000, -0.004889, -0.274398, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.303833, 0.200032, 0.200074, -0.000500, 0.000000, -0.056989, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.305832, 0.200036, 0.200074, 0.000869, 0.000000, -0.004889, 0.090302, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.307833, 0.200036, 0.200074, 0.000945, 0.000000, -0.004889, 0.142402, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.309832, 0.200036, 0.200074, 0.000003, 0.000000, -0.056989, 0.194502, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.311833, 0.200032, 0.200074, -0.000489, 0.000000, -0.004889, 0.090302, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.313832, 0.200036, 0.200074, -0.000003, 0.000000, -0.004889, 0.194502, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.315833, 0.200036, 0.200074, 0.000489, 0.000000, -0.004889, 0.194502, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.317832, 0.200032, 0.200074, -0.000440, 0.000000, -0.004889, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.319833, 0.200032, 0.200074, -0.000825, 0.000000, -0.004889, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.321835, 0.200032, 0.200074, 0.000182, 0.000000, -0.056989, -0.170198, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.323833, 0.200036, 0.200074, 0.000822, 0.000000, -0.004889, -0.639098, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.325833, 0.200032, 0.200074, 0.000019, 0.000000, -0.004889, -0.222298, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.327833, 0.200040, 0.200070, 0.000187, -0.001573, -0.004889, -0.170198, 0.500000, 0.500000, 2.000000, 2.000000, 0.000000, -0.000003
0.329832, 0.200104, 0.200025, 0.016948, -0.012326, -0.056989, -0.326498, 0.500000, 0.500000, 2.000000, 2.000000, -0.000002, 0.000005
0.331841, 0.200085, 0.200040, 0.012523, -0.008147, -0.213289, 0.298702, 0.500000, 0.500000, 2.000000, 2.000000, -0.000007, 0.000000
0.333835, 0.200093, 0.200040, -0.001906, 0.003943, 0.255611, 0.455002, 0.500000, 0.500000, 2.000000, 2.000000, -0.000008, 0.000004
0.335834, 0.200108, 0.200032, 0.004170, -0.001511, -0.109089, 0.350802, 0.500000, 0.500000, 2.000000, 2.000000, -0.000009, 0.000003
0.337832, 0.200142, 0.200025, 0.011767, -0.003872, 0.099311, -0.170198, 0.500000, 0.500000, 2.000000, 2.000000, -0.000007, 0.000004
0.339833, 0.200154, 0.200025, 0.012390, -0.002692, 0.047211, 0.038202, 0.500000, 0.500000, 2.000000, 2.000000, -0.000005, 0.000004
0.341832, 0.200150, 0.200025, 0.002515, 0.000420, -0.056989, 0.246602, 0.500000, 0.500000, 2.000000, 2.000000, -0.000006, 0.000004
0.343833, 0.200169, 0.200025, 0.003757, 0.000003, 0.099311, 0.246602, 0.500000, 0.500000, 2.000000, 2.000000, -0.000005, 0.000004
0.345832, 0.200195, 0.200025, 0.010794, -0.000225, 0.047211, -0.378598, 0.500000, 0.500000, 2.000000, 2.000000, -0.000004, 0.000004
0.347833, 0.200207, 0.200021, 0.010315, -0.000447, 0.151411, -1.003798, 0.500000, 0.500000, 2.000000, 2.000000, -0.000001, 0.000005
0.349832, 0.200210, 0.200021, 0.004814, -0.000718, -0.213289, -0.691198, 0.500000, 0.500000, 2.000000, 2.000000, -0.000003, 0.000006
0.351833, 0.200225, 0.200025, 0.003899, 0.000436, -0.004889, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, -0.000003, 0.000006
0.353832, 0.200248, 0.200025, 0.008568, 0.000944, -0.161189, -0.118098, 0.500000, 0.500000, 2.000000, 2.000000, -0.000006, 0.000006
0.355832, 0.200259, 0.200021, 0.009349, -0.000417, -0.004889, -0.222298, 0.500000, 0.500000, 2.000000, 2.000000, -0.000006, 0.000006
0.357836, 0.200267, 0.200021, 0.005566, -0.000943, 0.047211, -0.482798, 0.500000, 0.500000, 2.000000, 2.000000, -0.000005, 0.000007
